mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	volta	mc_onset	mn_onset	event	timesig	staff	voice	duration	nominal_duration	scalar	chord_id	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	Trill:prallprall
42	41	643/4	659/4	0.25		3/16	3/16	Chord	4/4	1	2	1/16	1/16	1	880							
42	41	161	165	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	881							
42	41	323/2	331/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	882							
42	41	162	166	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	883							
42	41	325/2	333/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	884							
42	41	163	167	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	885							
42	41	327/2	335/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	886							
42	41	160	164	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	887							
42	41	321/2	329/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	888							
42	41	323/2	331/2	0.25		3/8	3/8	Chord	4/4	2	1	1/16	1/16	1	889							
42	41	647/4	663/4	0.25		7/16	7/16	Chord	4/4	2	1	1/16	1/16	1	890							
42	41	162	166	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	891							
42	41	325/2	333/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	892							
42	41	163	167	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	893							
42	41	327/2	335/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	894							
42	41	162	166	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	895							
42	41	325/2	333/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	896							
42	41	163	167	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	897							
42	41	327/2	335/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	898							
43	42	164	168	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	899							
43	42	329/2	337/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	900							
43	42	165	169	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	901							
43	42	331/2	339/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	902							
43	42	166	170	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	903							
43	42	333/2	341/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	904							
43	42	667/4	683/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	905							
43	42	167	171	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	906							
43	42	335/2	343/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	907							
43	42	164	168	1.5		0	0	Chord	4/4	1	2	3/8	1/4	3/2	908							
43	42	331/2	339/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	909							
43	42	663/4	679/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	910							
43	42	166	170	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	911							
43	42	333/2	341/2	1.0		5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	912							
43	42	335/2	343/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	913							
43	42	164	168	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	914							
43	42	165	169	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	915							
43	42	166	170	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	916							
43	42	333/2	341/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	917							
43	42	335/2	343/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	918							
43	42	671/4	687/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	919							
43	42	164	168	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	920							
43	42	329/2	337/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	921							
43	42	165	169	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	922							
43	42	331/2	339/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	923							
43	42	166	170	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	924							
44	43	168	172	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	925							
44	43	337/2	345/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	926							
44	43	169	173	1.5		1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	927							
44	43	341/2	349/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	928							
44	43	683/4	699/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	929							
44	43	171	175	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	930							
44	43	343/2	351/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	931							
44	43	168	172	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	932							
44	43	337/2	345/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	933							
44	43	169	173	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	934							
44	43	339/2	347/2	1.5		3/8	3/8	Chord	4/4	1	2	3/8	1/4	3/2	935							
44	43	171	175	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	936							
44	43	343/2	351/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	937							
44	43	168	172	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	938							
44	43	337/2	345/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	939							
44	43	339/2	347/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	940							
44	43	170	174	0.0		1/2	1/2	Spanner	4/4	2	1	0										7
44	43	170	174	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	941							7
44	43	341/2	349/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	942							7
44	43	343/2	351/2	0.25		7/8	7/8	Chord	4/4	2	1	1/16	1/16	1	943							7
44	43	687/4	703/4	0.25		15/16	15/16	Chord	4/4	2	1	1/16	1/16	1	944							7
44	43	170	174	1.0		1/2	1/2	Chord	4/4	2	2	1/4	1/4	1	945							
45	44	172	176	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	946							
45	44	345/2	353/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	947							
45	44	173	177	1.5		1/4	1/4	Chord	4/4	1	1	3/8	1/4	3/2	948							
45	44	349/2	357/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	949							
45	44	351/2	359/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	950							
45	44	172	176	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	951							
45	44	345/2	353/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	952							
45	44	173	177	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	953							
45	44	347/2	355/2	1.5		3/8	3/8	Chord	4/4	1	2	3/8	1/4	3/2	954							
45	44	175	179	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	955							
45	44	172	176	0.0		0	0	Spanner	4/4	2	1	0										
45	44	172	176	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	956							
45	44	345/2	353/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	957							
45	44	347/2	355/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	958							
45	44	174	178	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	959							
45	44	349/2	357/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	960							
45	44	175	179	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	961							
45	44	351/2	359/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	962							
46	45	176	180	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	963							
46	45	353/2	361/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	964							
46	45	355/2	363/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4	1/4	1	965							
46	45	357/2	365/2	1.0		5/8	5/8	Chord	4/4	1	1	1/4	1/4	1	966							
46	45	359/2	367/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	967							
46	45	176	180	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	968							
46	45	177	181	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	969							
46	45	178	182	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	970							
46	45	179	183	1.0		3/4	3/4	Chord	4/4	1	2	1/4	1/4	1	971							
46	45	176	180	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	972							
46	45	353/2	361/2	1.0		1/8	1/8	Chord	4/4	2	1	1/4	1/4	1	973							
46	45	355/2	363/2	1.0		3/8	3/8	Chord	4/4	2	1	1/4	1/4	1	974							
46	45	357/2	365/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	975							
46	45	176	180	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	976							
46	45	353/2	361/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	977							
46	45	177	181	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	978							
46	45	355/2	363/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	979							
46	45	178	182	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	980							
46	45	357/2	365/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	981							
46	45	179	183	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	982							
46	45	359/2	367/2	0.25		7/8	7/8	Chord	4/4	2	2	1/16	1/16	1	983							
46	45	719/4	735/4	0.25		15/16	15/16	Chord	4/4	2	2	1/16	1/16	1	984							
47	46	180	184	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	985							
47	46	361/2	369/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	986							
47	46	181	185	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	987							
47	46	363/2	371/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	988							
47	46	182	186	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	989							
47	46	365/2	373/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	990							
47	46	731/4	747/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	991							
47	46	183	187	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	992							
47	46	367/2	375/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	993							
47	46	180	184	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	994							
47	46	361/2	369/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	995							
47	46	363/2	371/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	996							
47	46	727/4	743/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	997							
47	46	182	186	0.25		1/2	1/2	Chord	4/4	1	2	1/16	1/16	1	998							
47	46	729/4	745/4	0.25		9/16	9/16	Chord	4/4	1	2	1/16	1/16	1	999							
47	46	365/2	373/2	0.25		5/8	5/8	Chord	4/4	1	2	1/16	1/16	1	1000							
47	46	731/4	747/4	0.25		11/16	11/16	Chord	4/4	1	2	1/16	1/16	1	1001							
47	46	183	187	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	1002							
47	46	367/2	375/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	1003							
47	46	180	184	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	1004							
47	46	361/2	369/2	0.25		1/8	1/8	Chord	4/4	2	1	1/16	1/16	1	1005							
47	46	723/4	739/4	0.25		3/16	3/16	Chord	4/4	2	1	1/16	1/16	1	1006							
47	46	181	185	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1007							
47	46	363/2	371/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1008							
47	46	182	186	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1009							
47	46	365/2	373/2	1.0		5/8	5/8	Chord	4/4	2	1	1/4	1/4	1	1010							
47	46	367/2	375/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1011							
47	46	181	185	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	1012							
47	46	363/2	371/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	1013							
47	46	182	186	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	1014							
47	46	365/2	373/2	1.0		5/8	5/8	Chord	4/4	2	2	1/4	1/4	1	1015							
47	46	367/2	375/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	1016							
48	47	184	188	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	1017							
48	47	369/2	377/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1018							
48	47	185	189	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1019							
48	47	371/2	379/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1020							
48	47	186	190	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1021							
48	47	373/2	381/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1022							
48	47	187	191	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1023							
48	47	375/2	383/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1024							
48	47	184	188	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	1025							
48	47	369/2	377/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	1026							
48	47	371/2	379/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	1027							
48	47	186	190	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	1028							
48	47	373/2	381/2	1.0		5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	1029							
48	47	375/2	383/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	1030							
48	47	184	188	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	1031							
48	47	369/2	377/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1032							
48	47	185	189	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1033							
48	47	371/2	379/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1034							
48	47	186	190	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1035							
48	47	373/2	381/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1036							
48	47	187	191	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1037							
48	47	375/2	383/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1038							
48	47	184	188	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	1039							
49	48	188	192	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	1040							
49	48	377/2	385/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	1041							
49	48	379/2	387/2	0.25		3/8	3/8	Chord	4/4	1	1	1/16	1/16	1	1042							
49	48	759/4	775/4	0.25		7/16	7/16	Chord	4/4	1	1	1/16	1/16	1	1043							
49	48	190	194	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1044							
49	48	381/2	389/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1045							
49	48	191	195	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1046							
49	48	383/2	391/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1047							
49	48	188	192	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	1048							
49	48	377/2	385/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1049							
49	48	189	193	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1050							
49	48	379/2	387/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1051							
49	48	190	194	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1052							
49	48	381/2	389/2	0.5		5/8	5/8	Chord	4/4	2	1	1/8	1/8	1	1053							
49	48	191	195	0.5		3/4	3/4	Chord	4/4	2	1	1/8	1/8	1	1054							
49	48	383/2	391/2	0.5		7/8	7/8	Chord	4/4	2	1	1/8	1/8	1	1055							
50	49	192	196	1.5		0	0	Chord	4/4	1	1	3/8	1/4	3/2	1056							
50	49	387/2	395/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1057							
50	49	194	198	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1058							
50	49	389/2	397/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1059							
50	49	195	199	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1060							
50	49	391/2	399/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1061							
50	49	192	196	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	1062							
50	49	385/2	393/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	1063							
50	49	193	197	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	1064							
50	49	387/2	395/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	1065							
50	49	194	198	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	1066							
50	49	389/2	397/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	1067							
50	49	195	199	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	1068							
50	49	391/2	399/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	1069							
50	49	192	196	0.5		0	0	Chord	4/4	2	1	1/8	1/8	1	1070							
50	49	385/2	393/2	0.5		1/8	1/8	Chord	4/4	2	1	1/8	1/8	1	1071							
50	49	193	197	0.5		1/4	1/4	Chord	4/4	2	1	1/8	1/8	1	1072							
50	49	387/2	395/2	0.5		3/8	3/8	Chord	4/4	2	1	1/8	1/8	1	1073							
50	49	194	198	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1074							
50	49	195	199	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1075							
51	50	196	200	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	1076							
51	50	393/2	401/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1077							
51	50	197	201	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1078							
51	50	395/2	403/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1079							
51	50	198	202	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1080							
51	50	397/2	405/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1081							
51	50	199	203	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1082							
51	50	399/2	407/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1083							
51	50	196	200	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	1084							
51	50	393/2	401/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	1085							
51	50	197	201	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	1086							
51	50	395/2	403/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	1087							
51	50	198	202	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	1088							
51	50	397/2	405/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	1089							
51	50	199	203	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	1090							
51	50	399/2	407/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	1091							
51	50	196	200	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1092							
51	50	197	201	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1093							
51	50	198	202	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1094							
51	50	199	203	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1095							
52	51	200	204	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	1096							
52	51	401/2	409/2	0.5		1/8	1/8	Chord	4/4	1	1	1/8	1/8	1	1097							
52	51	201	205	0.5		1/4	1/4	Chord	4/4	1	1	1/8	1/8	1	1098							
52	51	403/2	411/2	0.5		3/8	3/8	Chord	4/4	1	1	1/8	1/8	1	1099							
52	51	202	206	0.5		1/2	1/2	Chord	4/4	1	1	1/8	1/8	1	1100							
52	51	405/2	413/2	0.5		5/8	5/8	Chord	4/4	1	1	1/8	1/8	1	1101							
52	51	203	207	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1102							
52	51	407/2	415/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1103							
52	51	200	204	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	1104							
52	51	401/2	409/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	1105							
52	51	201	205	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	1106							
52	51	403/2	411/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	1107							
52	51	202	206	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	1108							
52	51	405/2	413/2	0.5		5/8	5/8	Chord	4/4	1	2	1/8	1/8	1	1109							
52	51	203	207	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	1110							
52	51	407/2	415/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	1111							
52	51	200	204	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1112							
52	51	201	205	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1113							
52	51	202	206	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1114							
52	51	203	207	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1115							
53	52	204	208	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	1116							
53	52	409/2	417/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	1117							
53	52	411/2	419/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4	1/4	1	1118							
53	52	413/2	421/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1119							
53	52	827/4	843/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1120							
53	52	207	211	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1121							
53	52	415/2	423/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1122							
53	52	204	208	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	1123							
53	52	409/2	417/2	0.5		1/8	1/8	Chord	4/4	1	2	1/8	1/8	1	1124							
53	52	205	209	0.5		1/4	1/4	Chord	4/4	1	2	1/8	1/8	1	1125							
53	52	411/2	419/2	0.5		3/8	3/8	Chord	4/4	1	2	1/8	1/8	1	1126							
53	52	206	210	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	1127							
53	52	413/2	421/2	1.0		5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	1128							
53	52	415/2	423/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	1129							
53	52	205	209	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1130							
53	52	206	210	0.5		1/2	1/2	Chord	4/4	2	1	1/8	1/8	1	1131							
53	52	204	208	0.5		0	0	Chord	4/4	2	2	1/8	1/8	1	1132							
53	52	409/2	417/2	0.5		1/8	1/8	Chord	4/4	2	2	1/8	1/8	1	1133							
53	52	205	209	0.5		1/4	1/4	Chord	4/4	2	2	1/8	1/8	1	1134							
53	52	411/2	419/2	0.5		3/8	3/8	Chord	4/4	2	2	1/8	1/8	1	1135							
53	52	206	210	0.5		1/2	1/2	Chord	4/4	2	2	1/8	1/8	1	1136							
53	52	413/2	421/2	0.5		5/8	5/8	Chord	4/4	2	2	1/8	1/8	1	1137							
53	52	207	211	0.5		3/4	3/4	Chord	4/4	2	2	1/8	1/8	1	1138							
53	52	415/2	423/2	0.5		7/8	7/8	Chord	4/4	2	2	1/8	1/8	1	1139							
54	53	208	212	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	1140							
54	53	417/2	425/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	1141							
54	53	419/2	427/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4	1/4	1	1142							
54	53	421/2	429/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1143							
54	53	843/4	859/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1144							
54	53	211	215	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1145							
54	53	423/2	431/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1146							
54	53	208	212	0.5		0	0	Chord	4/4	1	2	1/8	1/8	1	1147							
54	53	417/2	425/2	1.0		1/8	1/8	Chord	4/4	1	2	1/4	1/4	1	1148							
54	53	419/2	427/2	0.25		3/8	3/8	Chord	4/4	1	2	1/16	1/16	1	1149							
54	53	839/4	855/4	0.25		7/16	7/16	Chord	4/4	1	2	1/16	1/16	1	1150							
54	53	210	214	0.5		1/2	1/2	Chord	4/4	1	2	1/8	1/8	1	1151							
54	53	421/2	429/2	1.0		5/8	5/8	Chord	4/4	1	2	1/4	1/4	1	1152							
54	53	423/2	431/2	0.5		7/8	7/8	Chord	4/4	1	2	1/8	1/8	1	1153							
54	53	208	212	1.0		0	0	Chord	4/4	2	1	1/4	1/4	1	1154							
54	53	209	213	1.0		1/4	1/4	Chord	4/4	2	1	1/4	1/4	1	1155							
54	53	210	214	1.0		1/2	1/2	Chord	4/4	2	1	1/4	1/4	1	1156							
54	53	211	215	1.0		3/4	3/4	Chord	4/4	2	1	1/4	1/4	1	1157							
55	54	212	216	0.5		0	0	Chord	4/4	1	1	1/8	1/8	1	1158							
55	54	425/2	433/2	1.0		1/8	1/8	Chord	4/4	1	1	1/4	1/4	1	1159							
55	54	427/2	435/2	1.0		3/8	3/8	Chord	4/4	1	1	1/4	1/4	1	1160							
55	54	429/2	437/2	0.25		5/8	5/8	Chord	4/4	1	1	1/16	1/16	1	1161							
55	54	859/4	875/4	0.25		11/16	11/16	Chord	4/4	1	1	1/16	1/16	1	1162							
55	54	215	219	0.5		3/4	3/4	Chord	4/4	1	1	1/8	1/8	1	1163							
55	54	431/2	439/2	0.5		7/8	7/8	Chord	4/4	1	1	1/8	1/8	1	1164							
55	54	212	216	1.0		0	0	Chord	4/4	1	2	1/4	1/4	1	1165							
55	54	213	217	1.0		1/4	1/4	Chord	4/4	1	2	1/4	1/4	1	1166							
55	54	214	218	1.0		1/2	1/2	Chord	4/4	1	2	1/4	1/4	1	1167							
55	54	215	219	0.5		3/4	3/4	Chord	4/4	1	2	1/8	1/8	1	1168							
55	54	431/2	439/2	0.25		7/8	7/8	Chord	4/4	1	2	1/16	1/16	1	1169							
55	54	863/4	879/4	0.25		15/16	15/16	Chord	4/4	1	2	1/16	1/16	1	1170							
55	54	215	219	1.0		3/4	3/4	Chord	4/4	1	3	1/4	1/4	1	1171							
